id,created_at,updated_at,is_active,icon,parent_id,has_options,type,title,description
01KHPX62GJDWS0F9,2024-02-18 19:01:11+00,2024-02-18 19:01:13+00,true,avto.png,01KHPX62GKGX3BSS,,standard,"{""az"":""Su nəqilyyatı"",""en"":"""",""ru"":""""}","{""az"":""Su nəqilyyatı"",""en"":"""",""ru"":""""}"
01KHPX62GJH5VHNM,2024-03-06 20:11:21.586361+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Saçlara qulluq"",""en"":"""",""ru"":""""}","{""az"":""Saçlara qulluq"",""en"":"""",""ru"":""""}"
01KHPX62GJPW2MRA,2025-11-27 04:50:38.663072+00,,true,test,,false,,"{""az"":""test"",""en"":""test"",""ru"":""test""}","{""az"":""test"",""en"":""test"",""ru"":""test""}"
01KHPX62GK077Y2A,2024-03-07 19:29:16.112818+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Turizm xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Turizm xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK0CR2F8,2024-03-07 19:50:36.099464+00,,true,,01KHPX62GKNSE8JP,,standard,"{""az"":""Uşaq və körpələr üçün"",""en"":"""",""ru"":""""}","{""az"":""Uşaq və körpələr üçün"",""en"":"""",""ru"":""""}"
01KHPX62GK0DCBCG,2024-03-08 19:13:40.241371+00,,true,,01KHPX62GKX8R996,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər"",""en"":"""",""ru"":""""}"
01KHPX62GK0VJ7C9,2024-03-06 20:05:11.339799+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Mebellər"",""en"":"""",""ru"":""""}","{""az"":""Mebellər"",""en"":"""",""ru"":""""}"
01KHPX62GK10F4BM,2024-03-06 20:04:52.77206+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":"" Bijuteriya"",""en"":"""",""ru"":""""}","{""az"":""\nBijuteriya"",""en"":"""",""ru"":""""}"
01KHPX62GK10GS5E,2024-03-14 20:56:47.389247+00,,true,,01KHPX62GMCFTEV8,,standard,"{""az"":""Dodaq"",""en"":"""",""ru"":""""}","{""az"":""Dodaq\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GK15786V,2025-09-07 17:26:30.368169+00,2025-09-07 17:28:23.351+00,true,,01KHPX62GK15786V,,standard,"{""az"":""Test kategoriya"",""en"":"""",""ru"":""""}","{""az"":""test"",""en"":"""",""ru"":""""}"
01KHPX62GK1KR82F,2024-03-07 19:19:51.631424+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Yükdaşıma və hərəkət xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Yükdaşıma və hərəkət xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK1Y6N41,2025-11-18 17:26:24.767725+00,2025-11-18 17:26:51.079+00,true,,01KHPX62GK1Y6N41,,standard,"{""az"":""Test alt"",""en"":"""",""ru"":""""}","{""az"":""sssddttdddfff"",""en"":"""",""ru"":""""}"
01KHPX62GK25K098,2024-03-07 19:23:15.80932+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Təlim və Tədris xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Təlim və Tədris xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK29NWM6,2024-03-06 20:22:25.04962+00,,true,,01KHPX62GKFNNXGW,,standard,"{""az"":""Dizayn aləmi"",""en"":"""",""ru"":""""}","{""az"":""Dizayn aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GK2JN6MY,2024-03-06 20:12:52.226141+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Sağlamlıq və Qayğı"",""en"":"""",""ru"":""""}","{""az"":""Sağlamlıq və Qayğı"",""en"":"""",""ru"":""""}"
01KHPX62GK2NR14R,2024-03-18 20:25:54.440261+00,,true,,01KHPX62GK89CT0T,,standard,"{""az"":""Sport saatlar"",""en"":"""",""ru"":""""}","{""az"":""Sport saatlar\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GK2TXQNP,2024-03-06 20:33:31.378551+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Fast-Food yeməkləri"",""en"":"""",""ru"":""""}","{""az"":""Fast-Food yeməkləri"",""en"":"""",""ru"":""""}"
01KHPX62GK2YYRXC,2025-11-18 17:25:13.027073+00,2025-11-18 17:28:08.232+00,true,,01KHPX62GK441ZFC,,standard,"{""az"":""Test"",""en"":"""",""ru"":""""}","{""az"":""sssdd"",""en"":"""",""ru"":""""}"
01KHPX62GK31N3MQ,2024-03-07 19:27:30.345747+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Taksi xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Taksi xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK31TY2B,2024-03-06 20:30:56.855402+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Meyvə-Tərəvəz"",""en"":"""",""ru"":""""}","{""az"":""Meyvə-Tərəvəz"",""en"":"""",""ru"":""""}"
01KHPX62GK38CWYN,2024-03-06 19:55:54.525851+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Oyun səviyyələri"",""en"":"""",""ru"":""""}","{""az"":""Oyun səviyyələri"",""en"":"""",""ru"":""""}"
01KHPX62GK3SDAX9,2024-03-06 19:13:32.534046+00,,true,,01KHPX62GKS0Q7GH,,standard,"{""az"":""Kitablar"",""en"":"""",""ru"":""""}","{""az"":""Kitablar"",""en"":"""",""ru"":""""}"
01KHPX62GK40Z5SJ,2025-11-17 16:09:09.387304+00,,true,,01KHPX62GKNQY83N,,standard,"{""az"":""Test atl"",""en"":"""",""ru"":""""}","{""az"":""sssd"",""en"":"""",""ru"":""""}"
01KHPX62GK441ZFC,2025-11-18 17:27:47.806954+00,,true,,01KHPX62GK2YYRXC,,standard,"{""az"":""Test alt"",""en"":"""",""ru"":""""}","{""az"":""sssddttdddfff"",""en"":"""",""ru"":""""}"
01KHPX62GK472KTK,2024-03-06 19:51:48.091576+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Broşur veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Broşur veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GK49FHB3,2024-03-01 21:07:18.456019+00,2025-11-03 13:23:41.742+00,true,30340e9e-c4f3-4253-8b07-746bdfde8944.webp,,,standard,"{""az"":""Mağaza və Şirkətlər"",""en"":"""",""ru"":""""}","{""az"":""Mağaza və Şirkətlər"",""en"":"""",""ru"":""""}"
01KHPX62GK4CSF9Y,2024-03-20 19:53:04.584483+00,,true,,01KHPX62GMNDDGF6,,standard,"{""az"":""Hamiləlik geyimləri"",""en"":"""",""ru"":""""}","{""az"":""Hamiləlik geyimləri\n"",""en"":"""",""ru"":""""}"
01KHPX62GK58P4VP,2024-03-06 19:17:10.482432+00,,true,,01KHPX62GKS0Q7GH,,standard,"{""az"":""Qəzetlər və Jurnallar"",""en"":"""",""ru"":""""}","{""az"":""Qəzetlər və Jurnallar"",""en"":"""",""ru"":""""}"
01KHPX62GK5E67NT,2024-03-01 21:06:40.614917+00,2025-11-03 13:22:42.767+00,true,92f4ce5c-e5f0-4a51-a4a3-dcdbc28a9742.webp,,,standard,"{""az"":""Müxtəlif"",""en"":"""",""ru"":""""}","{""az"":""Müxtəlif"",""en"":"""",""ru"":""""}"
01KHPX62GK5JMAVR,2024-03-06 19:59:10.328041+00,,true,,01KHPX62GKHHTW8J,,standard,"{""az"":""İş elanları"",""en"":"""",""ru"":""""}","{""az"":""İş elanları"",""en"":"""",""ru"":""""}"
01KHPX62GK5Q7MSH,2024-03-06 19:49:34.225474+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Portfel ver saytı"",""en"":"""",""ru"":""""}","{""az"":""Portfel ver saytı"",""en"":"""",""ru"":""""}"
01KHPX62GK63RAYH,2024-03-06 20:22:48.973115+00,,true,,01KHPX62GKFNNXGW,,standard,"{""az"":""Foto aləmi"",""en"":"""",""ru"":""""}","{""az"":""Foto aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GK6C8E04,2024-03-07 19:20:08.640199+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Rabitə xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Rabitə xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK6JJQBF,2024-03-06 20:14:48.340054+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Ətirlər"",""en"":"""",""ru"":""""}","{""az"":""Ətirlər"",""en"":"""",""ru"":""""}"
01KHPX62GK6MV8TW,2024-03-06 19:46:04.971232+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Biznes veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Biznes veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GK6N5N14,2024-03-07 19:21:09.26848+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Kompyuter xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Kompyuter xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK72J58A,2024-03-06 19:54:58.41722+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Veb portal"",""en"":"""",""ru"":""""}","{""az"":""Veb portal"",""en"":"""",""ru"":""""}"
01KHPX62GK7480AV,2024-03-07 19:28:39.758386+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Müalicəvi masaj xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Müalicəvi masaj xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK7N1ZXV,2024-03-06 20:11:42.477561+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Gözəllik"",""en"":"""",""ru"":""""}","{""az"":""Gözəllik"",""en"":"""",""ru"":""""}"
01KHPX62GK7R1KJJ,2024-03-07 19:21:27.428538+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Qida və Kayterniq"",""en"":"""",""ru"":""""}","{""az"":""Qida və Kayterniq"",""en"":"""",""ru"":""""}"
01KHPX62GK7S4RZ7,2024-03-06 20:12:27.193538+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Bədənə qulluq"",""en"":"""",""ru"":""""}","{""az"":""Bədənə qulluq"",""en"":"""",""ru"":""""}"
01KHPX62GK7VM447,2024-01-15 16:09:48+00,2025-11-03 13:46:20.458+00,true,843834c4-7c15-4780-b593-6e84239c4466.webp,,,standard,"{""az"":""Daşınmaz əmlak"",""en"":"""",""ru"":""""}","{""az"":""Daşınmaz əmlak"",""en"":"""",""ru"":""""}"
01KHPX62GK80SFH6,2024-03-06 20:05:27.501966+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Alətlər"",""en"":"""",""ru"":""""}","{""az"":""Alətlər"",""en"":"""",""ru"":""""}"
01KHPX62GK8307B0,2024-03-07 19:27:59.722893+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""İnternet xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""İnternet xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK89CT0T,2024-03-06 20:03:22.032114+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Saatlar"",""en"":"""",""ru"":""""}","{""az"":""Saatlar"",""en"":"""",""ru"":""""}"
01KHPX62GK8GSA1N,2024-03-07 19:18:08.172665+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""İT xidmətlər"",""en"":"""",""ru"":""""}","{""az"":""İT xidmətlər"",""en"":"""",""ru"":""""}"
01KHPX62GK8HEP0S,2024-04-29 06:41:44.797107+00,2025-11-03 13:27:25.265+00,true,144ee094-cc98-496a-aa6d-c65983c93714.webp,,,digital,"{""az"":""Nomreler"",""en"":"""",""ru"":""""}","{""az"":""Nomreler"",""en"":"""",""ru"":""""}"
01KHPX62GK8T0CCN,2024-03-07 19:18:51.797541+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Mühasibatlıq xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Mühasibatlıq xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GK8TQ8TV,2024-03-06 20:30:37.951821+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Süd məhsulları"",""en"":"""",""ru"":""""}","{""az"":""Süd məhsulları"",""en"":"""",""ru"":""""}"
01KHPX62GK8XBJ7Y,2025-05-24 18:20:52.633481+00,2025-05-24 18:23:29.191329+00,true,,01KHPX62GK8XBJ7Y,,standard,"{""az"":""Test"",""en"":"""",""ru"":""""}","{""az"":""test"",""en"":"""",""ru"":""""}"
01KHPX62GK8YK090,2024-03-01 21:08:17.397926+00,2025-11-03 13:24:47.624+00,true,fdc0d2c1-1234-41a5-b235-8826de076fd6.webp,,,standard,"{""az"":""İdman və Əyləncə"",""en"":"""",""ru"":""""}","{""az"":""İdman və Əyləncə"",""en"":"""",""ru"":""""}"
01KHPX62GK92D5C8,2024-03-01 21:17:31.522269+00,2025-11-03 13:18:28.654+00,true,61c9e170-5062-4e3c-8779-a3b9cf17c530.webp,,,standard,"{""az"":""Gözəllik və sağlamlıq"",""en"":"""",""ru"":""""}","{""az"":""Gözəllik və sağlamlıq"",""en"":"""",""ru"":""""}"
01KHPX62GK9809PJ,2024-03-20 19:53:54.996727+00,,true,,01KHPX62GMNDDGF6,,standard,"{""az"":""Süd və qida qabları"",""en"":"""",""ru"":""""}","{""az"":""Süd və qida qabları\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GK9JG7YT,2024-03-06 19:42:02.781833+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Facebook səhifəsi"",""en"":"""",""ru"":""""}","{""az"":""Facebook səhifəsi"",""en"":"""",""ru"":""""}"
01KHPX62GK9JQ740,2025-05-20 09:54:49.778285+00,2025-05-20 09:55:47.342867+00,true,,01KHPX62GK9JQ740,,standard,"{""az"":""test"",""en"":"""",""ru"":""""}","{""az"":""test"",""en"":"""",""ru"":""""}"
01KHPX62GKA2M8CR,2024-03-07 19:26:00.48247+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Dəfn mərasimlərinin təşkili"",""en"":"""",""ru"":""""}","{""az"":""Dəfn mərasimlərinin təşkili"",""en"":"""",""ru"":""""}"
01KHPX62GKA93NT0,2024-03-06 20:26:52.60668+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Hobbi və Kulinariya"",""en"":"""",""ru"":""""}","{""az"":""Hobbi və Kulinariya"",""en"":"""",""ru"":""""}"
01KHPX62GKAC0KPV,2024-03-07 19:25:36.738045+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Kommunal xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Kommunal xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKAM1F4R,2024-03-07 19:26:35.10284+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Tərcümə xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Tərcümə xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKB35ZDJ,2024-03-06 20:14:28.96441+00,,true,,01KHPX62GK92D5C8,,standard,"{""az"":""Kişilər üçün"",""en"":"""",""ru"":""""}","{""az"":""Kişilər üçün"",""en"":"""",""ru"":""""}"
01KHPX62GKBYB4AN,2024-03-06 20:20:57.345842+00,,true,,01KHPX62GKFNNXGW,,standard,"{""az"":""Musiqi aləmi"",""en"":"""",""ru"":""""}","{""az"":""Musiqi aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GKBZFKTX,2024-03-06 19:44:14.999839+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Əyləncə veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Əyləncə veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GKC1NXBG,2024-03-07 19:24:55.951145+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Avtomobil xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Avtomobil xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKC37JW2,2025-05-20 09:02:07.802193+00,2025-05-20 09:04:17.035741+00,true,,01KHPX62GKC37JW2,,standard,"{""az"":""test"",""en"":"""",""ru"":""""}","{""az"":""test"",""en"":"""",""ru"":""""}"
01KHPX62GKCHJ96M,2024-03-07 19:25:21.053493+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Məişət xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Məişət xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKDT1WKT,2024-03-06 20:30:15.27924+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Təmizləyici və Yuyucu vasitələr"",""en"":"""",""ru"":""""}","{""az"":""Təmizləyici və Yuyucu vasitələr"",""en"":"""",""ru"":""""}"
01KHPX62GKDV7R2J,2024-03-06 20:29:53.130924+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""İçkilər"",""en"":"""",""ru"":""""}","{""az"":""İçkilər"",""en"":"""",""ru"":""""}"
01KHPX62GKEBECRM,2024-04-29 19:21:34.602357+00,2025-11-03 13:27:49.076+00,true,d3a05dc8-8e6f-41fa-9ae0-25b7c5e42129.webp,,,digital,"{""az"":""Domenlər"",""en"":""Domains"",""ru"":""Домены""}","{""az"":""Domenlər"",""en"":""Domains"",""ru"":""Домены""}"
01KHPX62GKETSNBZ,2024-03-01 21:02:04.736576+00,2025-11-03 13:22:11.333+00,true,f32cfd4b-6901-43fa-8c4f-790be6277bb9.webp,,,standard,"{""az"":""Elektronika"",""en"":"""",""ru"":""""}","{""az"":""Elektronika"",""en"":"""",""ru"":""""}"
01KHPX62GKEV52TP,2024-03-01 21:18:35.302923+00,2025-11-03 13:19:37.537+00,true,e70d5a94-4a31-4c6b-a74e-acb24e82af03.webp,,,standard,"{""az"":""Onlayn supermarket"",""en"":"""",""ru"":""""}","{""az"":""Onlayn supermarket"",""en"":"""",""ru"":""""}"
01KHPX62GKEX118R,2024-03-07 19:49:50.936273+00,,true,,01KHPX62GKNSE8JP,,standard,"{""az"":""Uşaq geyimləri"",""en"":"""",""ru"":""""}","{""az"":""Uşaq geyimləri"",""en"":"""",""ru"":""""}"
01KHPX62GKEY3ZFF,2024-03-07 19:20:25.806574+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Gözəllik və sağlamlıq"",""en"":"""",""ru"":""""}","{""az"":""Gözəllik və sağlamlıq"",""en"":"""",""ru"":""""}"
01KHPX62GKF15TBH,2024-03-07 19:22:57.285028+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Müşahidə sisteminin qurulması"",""en"":"""",""ru"":""""}","{""az"":""Müşahidə sisteminin qurulması"",""en"":"""",""ru"":""""}"
01KHPX62GKFNNXGW,2024-03-01 21:18:06.825672+00,2025-11-03 13:19:07.658+00,true,013e74f2-7eaa-47a3-aeec-31e8de19eb31.webp,,,standard,"{""az"":""İncəsənət"",""en"":"""",""ru"":""""}","{""az"":""İncəsənət"",""en"":"""",""ru"":""""}"
01KHPX62GKFWNBDC,2024-03-06 19:59:50.199685+00,,true,,01KHPX62GKHHTW8J,,standard,"{""az"":""Ustalar"",""en"":"""",""ru"":""""}","{""az"":""Ustalar"",""en"":"""",""ru"":""""}"
01KHPX62GKG5WX7Z,2024-03-06 20:34:58.783054+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Hazır yeməklər və Salatlar"",""en"":"""",""ru"":""""}","{""az"":""Hazır yeməklər və Salatlar"",""en"":"""",""ru"":""""}"
01KHPX62GKGWA5K7,2024-03-06 20:07:29.491573+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Kolleksiyalar"",""en"":"""",""ru"":""""}","{""az"":""Kolleksiyalar"",""en"":"""",""ru"":""""}"
01KHPX62GKGX3BSS,2024-01-15 16:08:55+00,2025-11-03 13:21:29.631+00,true,29058435-909b-4d42-b018-86e8e1af1ff6.webp,,,standard,"{""az"":""Nəqliyyat"",""en"":"""",""ru"":""""}","{""az"":""Nəqliyyat"",""en"":"""",""ru"":""""}"
01KHPX62GKHHTW8J,2024-03-01 21:13:38.328577+00,2025-11-03 13:16:37.835+00,true,84b76f6c-4d6a-4b5a-8aa5-80707957f0f1.webp,,,standard,"{""az"":""İş və Biznes , Ustalar"",""en"":"""",""ru"":""""}","{""az"":""İş və Biznes , Ustalar"",""en"":"""",""ru"":""""}"
01KHPX62GKHWRMSG,2024-03-07 19:19:30.978424+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Dayə xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Dayə xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKJ61343,2024-03-07 19:22:30.69063+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Sığorta xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Sığorta xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKJT6T7F,2024-03-06 20:26:16.277356+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Ərzaq məhsulları"",""en"":"""",""ru"":""""}","{""az"":""Ərzaq məhsulları"",""en"":"""",""ru"":""""}"
01KHPX62GKJWQXBP,2024-04-29 20:14:56.877535+00,2025-11-03 13:48:30.986+00,true,a3700f5a-5d61-41a0-a505-0d5c26007e40.webp,,,digital,"{""az"":""Avto qeydiyyat nişanları"",""en"":"""",""ru"":""""}","{""az"":""Avto qeydiyyat nişanları"",""en"":"""",""ru"":""""}"
01KHPX62GKJXZJ7V,2025-11-17 09:35:54.76181+00,2025-11-17 09:38:55.314+00,true,,01KHPX62GKJXZJ7V,,standard,"{""az"":""Test 1"",""en"":"""",""ru"":""""}","{""az"":""aaa"",""en"":"""",""ru"":""""}"
01KHPX62GKK9QAVK,2024-03-06 20:06:12.572078+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Hədiyyəlik sifariş məhsulları"",""en"":"""",""ru"":""""}","{""az"":""Hədiyyəlik sifariş məhsulları"",""en"":"""",""ru"":""""}"
01KHPX62GKKPWBPZ,2024-03-06 20:21:39.51407+00,,true,,01KHPX62GKFNNXGW,,standard,"{""az"":""Heykəltəraşlıq aləmi"",""en"":"""",""ru"":""""}","{""az"":""Heykəltəraşlıq aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GKKSB1QG,2024-03-07 19:26:18.278378+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Foto və video xidmətləri"",""en"":"""",""ru"":""""}","{""az"":""Foto və video xidmətləri"",""en"":"""",""ru"":""""}"
01KHPX62GKM6GDXC,2024-03-06 19:53:05.164952+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Qeyri-kommersiya veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Qeyri-kommersiya veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GKMH2T2D,2024-03-07 19:19:09.562418+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""Avadanlıqların icarəsi"",""en"":"""",""ru"":""""}","{""az"":""Avadanlıqların icarəsi"",""en"":"""",""ru"":""""}"
01KHPX62GKMNKH4W,2024-03-06 19:50:30.778177+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Media veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Media veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GKN9AEED,2024-03-01 21:10:06.29554+00,2025-11-03 13:26:27.382+00,true,63d9c392-68a9-42f2-9001-7eac75e1dc96.webp,,,standard,"{""az"":""Heyvanlar"",""en"":"""",""ru"":""""}","{""az"":""Heyvanlar"",""en"":"""",""ru"":""""}"
01KHPX62GKNGXP6J,2024-01-28 13:52:57.568979+00,2025-11-03 13:20:49.334+00,true,108b1440-ed4c-42dc-9be1-7e97e851e381.webp,,,standard,"{""az"":""Məkanlar"",""en"":"""",""ru"":""""}","{""az"":""Məkanlar"",""en"":"""",""ru"":""""}"
01KHPX62GKNJKK2S,2025-05-20 08:22:25.610198+00,2025-05-20 08:33:37.520841+00,true,,01KHPX62GKNJKK2S,,standard,"{""az"":""Test kategoriya"",""en"":"""",""ru"":""""}","{""az"":""test"",""en"":"""",""ru"":""""}"
01KHPX62GKNK5H1Q,2024-03-06 20:25:46.530285+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Ət məhsulları"",""en"":"""",""ru"":""""}","{""az"":""Ət məhsulları"",""en"":"""",""ru"":""""}"
01KHPX62GKNQY83N,2025-11-17 16:07:57.231213+00,2025-11-17 16:09:31.69+00,true,,01KHPX62GKNQY83N,,standard,"{""az"":""Test"",""en"":"""",""ru"":""""}","{""az"":""sssd"",""en"":"""",""ru"":""""}"
01KHPX62GKNSE8JP,2024-01-15 16:10:22+00,2025-11-03 13:12:45.611+00,true,e8435f96-21b2-4cab-9330-3abc956ad38c.webp,,,standard,"{""az"":""Analar və Uşaqlar"",""en"":"""",""ru"":""""}","{""az"":""Analar və Uşaqlar"",""en"":"""",""ru"":""""}"
01KHPX62GKNVBYH4,2024-03-20 19:54:17.847719+00,,true,,01KHPX62GMNDDGF6,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GKNXP8R5,2024-03-06 20:34:00.060316+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Banka məhsulları və Konservlər"",""en"":"""",""ru"":""""}","{""az"":""Banka məhsulları və Konservlər"",""en"":"""",""ru"":""""}"
01KHPX62GKNYGMZE,2024-01-15 16:13:17+00,2025-11-03 13:20:07.11+00,true,65a839b4-302f-45f4-80f2-e2737230c9f2.webp,,,standard,"{""az"":""Xidmətlər"",""en"":"""",""ru"":""""}","{""az"":""Xidmətlər"",""en"":"""",""ru"":""""}"
01KHPX62GKPVB8YB,2024-03-06 20:07:12.230019+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Antik əşyalar"",""en"":"""",""ru"":""""}","{""az"":""Antik əşyalar"",""en"":"""",""ru"":""""}"
01KHPX62GKPVTQCF,2024-03-06 20:21:20.723427+00,,true,,01KHPX62GKFNNXGW,,standard,"{""az"":""Rəssamlıq aləmi"",""en"":"""",""ru"":""""}","{""az"":""Rəssamlıq aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GKQ1DA84,2024-03-01 21:12:33.430458+00,2025-11-03 13:14:56.385+00,true,d91976b7-d520-4023-a628-f4dfb7d57c36.webp,,,standard,"{""az"":""Saytlar və Səhifələr"",""en"":"""",""ru"":""""}","{""az"":""Saytlar və Səhifələr"",""en"":"""",""ru"":""""}"
01KHPX62GKQ3KG3D,2024-03-06 20:31:18.97435+00,,true,,01KHPX62GKEV52TP,,standard,"{""az"":""Un məmulatları və Şirniyyatlar"",""en"":"""",""ru"":""""}","{""az"":""Un məmulatları və Şirniyyatlar"",""en"":"""",""ru"":""""}"
01KHPX62GKQ42KHP,2024-02-18 19:25:45+00,2024-02-18 19:25:47+00,true,avto-ehtiyyat-hisseleri.png,01KHPX62GKV8E17W,,standard,"{""az"":""Geyim, Forma və Ayaqqabılar"",""en"":"""",""ru"":""""}","{""az"":""Geyim, Forma və Ayaqqabılar"",""en"":"""",""ru"":""""}"
01KHPX62GKR0ZSN6,2024-03-07 19:20:51.608353+00,,true,,01KHPX62GKNYGMZE,,standard,"{""az"":""İncəsənət xidmət sferaları"",""en"":"""",""ru"":""""}","{""az"":""İncəsənət xidmət sferaları"",""en"":"""",""ru"":""""}"
01KHPX62GKR7B1QW,2024-03-06 20:03:48.994525+00,,true,,01KHPX62GKV8E17W,,standard,"{""az"":""Zərgərlik və aksesuarlar"",""en"":"""",""ru"":""""}","{""az"":""Zərgərlik və aksesuarlar"",""en"":"""",""ru"":""""}"
